record_id,entity_name,status,priority,assigned_region,last_updated
ACC-8129,Jack Corp,Active,High,Singapore,2026-02-21T20:56:09.673184Z
ACC-9201,Eve Corp,Closed,High,Toronto,2025-08-22T11:56:09.673197Z
ACC-5001,Hank Corp,In Progress,Critical,Berlin,2025-03-18T23:56:09.673208Z
ACC-2366,Leo Corp,Requires Action,Critical,Berlin,2025-10-11T03:56:09.673222Z
ACC-4963,Alice Corp,Active,High,Dubai,2025-06-21T00:56:09.673234Z
ACC-3349,Hank Corp,Closed,High,Berlin,2025-03-17T09:56:09.673247Z
ACC-4194,Ivy Corp,Pending,High,Dubai,2025-10-23T04:56:09.673761Z
ACC-2043,Leo Corp,Requires Action,Critical,Tokyo,2025-05-08T19:56:09.673775Z
ACC-3822,Diana Corp,Pending,High,London,2026-02-16T15:56:09.673792Z
ACC-6999,Grace Corp,Active,Critical,Tokyo,2025-10-01T07:56:09.673804Z
ACC-3319,Diana Corp,Failed,Low,Sydney,2025-03-20T07:56:09.673818Z
ACC-9647,Diana Corp,In Progress,Low,Toronto,2025-05-16T09:56:09.673830Z
ACC-3546,Frank Corp,Pending,Critical,Tokyo,2025-03-13T22:56:09.673842Z
ACC-4110,Alice Corp,Pending,Low,Dubai,2025-03-27T18:56:09.673854Z
ACC-4991,Frank Corp,In Progress,Low,Sydney,2025-08-14T22:56:09.673872Z
ACC-9514,Karen Corp,Active,Low,Berlin,2026-02-19T05:56:09.673885Z
ACC-1121,Jack Corp,In Progress,Critical,New York,2025-10-10T17:56:09.673898Z
ACC-5293,Ivy Corp,Active,Low,London,2026-01-05T00:56:09.673910Z
ACC-7428,Alice Corp,Closed,Medium,Sydney,2025-12-04T13:56:09.673925Z
ACC-7958,Hank Corp,Closed,Low,New York,2025-08-17T18:56:09.673938Z
ACC-2449,Jack Corp,In Progress,Critical,Toronto,2025-07-19T08:56:09.673951Z
ACC-2988,Grace Corp,Active,Critical,Berlin,2025-11-15T09:56:09.673963Z
ACC-6723,Charlie Corp,Failed,Low,Sydney,2025-06-12T00:56:09.673976Z
ACC-4596,Karen Corp,In Progress,High,Tokyo,2026-02-18T19:56:09.673988Z
ACC-3967,Diana Corp,Failed,Medium,New York,2025-11-11T18:56:09.674002Z
ACC-1543,Ivy Corp,Active,Medium,Dubai,2025-08-09T00:56:09.674015Z
ACC-2058,Bob Corp,Active,Low,Toronto,2025-12-05T18:56:09.674028Z
ACC-8572,Karen Corp,Resolved,Medium,Tokyo,2025-07-23T00:56:09.674040Z
ACC-5263,Alice Corp,Requires Action,High,Singapore,2025-08-03T06:56:09.674052Z
ACC-8225,Jack Corp,Failed,Medium,Tokyo,2026-01-05T01:56:09.674064Z
ACC-2873,Hank Corp,Closed,Medium,London,2026-01-20T18:56:09.674076Z
